landingPage,accessLevel,bureauCode,issued,@type,modified,keyword,contactPoint,publisher,identifier,description,title,programCode,distribution,theme,temporal,license,accrualPeriodicity,references,spatial,language,describedBy,rights,isPartOf,describedByType,category,data_json_order
https://www.cdc.gov/nchs/data-visualization/mortality-trends/,public,['009:20'],2015-07-14,dcat:Dataset,2022-03-30,"['infant mortality rates', 'nchs', 'race', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/ddsk-zebd,"All birth data by race before 1980 are based on race of the child; starting in 1980, birth data by race are based on race of the mother. Birth data are used to calculate infant mortality rate.

https://www.cdc.gov/nchs/data-visualization/mortality-trends/","NCHS - Infant Mortality Rates, by Race: United States, 1915-2013",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/ddsk-zebd/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/ddsk-zebd/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ddsk-zebd/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/ddsk-zebd/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ddsk-zebd/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/ddsk-zebd/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ddsk-zebd/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1915/2013,https://www.usa.gov/government-works,,,United States,,,,,,NCHS,315
https://www.cdc.gov/nchs/hus,public,['009:20'],2022-04-28,dcat:Dataset,2022-04-28,"['african americans', 'age', 'alaskan natives', 'american natives', 'asian continental ancestry group', 'continental population groups', 'dental care', 'european continental ancestry group', 'health insurance', 'health us', 'hispanic americans', 'medicaid', 'medically uninsured', 'oceanic ancestry group', 'poverty', 'prescription drugs', 'prescriptions', 'schools', 'sex']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:healthus@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/dmzy-x2ad,"Data on delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost by selected population characteristics. Please refer to the PDF or Excel version of this table in the HUS 2019 Data Finder (https://www.cdc.gov/nchs/hus/contents2019.htm) for critical information about measures, definitions, and changes over time. 

SOURCE: NCHS, National Health Interview Survey, Family Core, Sample Child, and Sample Adult questionnaires. Data for level of difficulty are from the 2010 Quality of Life, 2011-2017 Functioning and Disability, and 2018 Sample Adult questionnaires. For more information on the National Health Interview Survey, see the corresponding Appendix entry at https://www.cdc.gov/nchs/data/hus/hus19-appendix-508.pdf.","Delay or nonreceipt of needed medical care, prescription drugs, or dental care during the past 12 months due to cost: United States",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/dmzy-x2ad/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/dmzy-x2ad/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dmzy-x2ad/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/dmzy-x2ad/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dmzy-x2ad/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/dmzy-x2ad/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dmzy-x2ad/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1997-01-01/2018-12-31,https://www.usa.gov/government-works,R/P1Y,,United States,,,,,,NCHS,322
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2021-10-06,dcat:Dataset,2022-03-28,"['all causes', 'coronavirus', 'county', 'covid-19', 'deaths', 'mortality', 'nchs', 'nvss', 'provisional', 'quarterly', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/dnhi-s2bf,"Provisional counts of deaths involving coronavirus disease 2019 (COVID-19) by quarter and county of residence, in the United States, 2020-2021.",AH Provisional COVID-19 Death Counts by Quarter and County,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/dnhi-s2bf/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/dnhi-s2bf/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dnhi-s2bf/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/dnhi-s2bf/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dnhi-s2bf/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/dnhi-s2bf/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dnhi-s2bf/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,irregular,,,,,,,,NCHS,323
https://www.cdc.gov/nchs/nvss/vsrr/provisional-drug-overdose.htm,public,['009:20'],2021-08-10,dcat:Dataset,2022-04-01,"['all causes', 'deaths', 'drug overdose', 'monthly', 'mortality', 'nchs', 'nvss', 'provisional', 'united states', 'urbanicity']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/dtm2-meqi,"National provisional drug overdose deaths by month and 2013 NCHS Urban–Rural Classification Scheme for Counties. Drug overdose deaths are identified using underlying cause-of-death codes from the Tenth Revision of ICD (ICD–10): X40–X44 (unintentional), X60–X64 (suicide), X85 (homicide), and Y10–Y14 (undetermined). Deaths are based on the county of residence in the United States. Death counts provided are for “12-month ending periods,” defined as the number of deaths occurring in the 12-month period ending in the month indicated. Estimates for 2020 are based on provisional data. Estimates for 2018 and 2019 are based on final data.

For more information on NCHS urban-rural classification, see: https://www.cdc.gov/nchs/data/series/sr_02/sr02_166.pdf",Provisional Drug Overdose Deaths by Urban/Rural Classification Scheme for 12 month-ending December 2018-December 2020,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/dtm2-meqi/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/dtm2-meqi/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dtm2-meqi/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/dtm2-meqi/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dtm2-meqi/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/dtm2-meqi/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/dtm2-meqi/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],2018-12-01/2020-12-31,https://www.usa.gov/government-works,irregular,,United States,,,,,,NCHS,327
https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm,public,['009:20'],2015-12-02,dcat:Dataset,2022-03-28,"['birth rate', 'fertility rate', 'nchs', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:births@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/e6fc-ccez,"This dataset includes crude birth rates and general fertility rates in the United States since 1909. 

The number of states in the reporting area differ historically. In 1915 (when the birth registration area was established), 10 states and the District of Columbia reported births; by 1933, 48 states and the District of Columbia were reporting births, with the last two states, Alaska and Hawaii, added to the registration area in 1959 and 1960, when these regions gained statehood. Reporting area information is detailed in references 1 and 2 below. Trend lines for 1909–1958 are based on live births adjusted for under-registration; beginning with 1959, trend lines are based on registered live births.",NCHS - Births and General Fertility Rates: United States,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/e6fc-ccez/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/e6fc-ccez/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/e6fc-ccez/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/e6fc-ccez/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/e6fc-ccez/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/e6fc-ccez/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/e6fc-ccez/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1909/2018,https://www.usa.gov/government-works,,"['https://www.cdc.gov/nchs/data/vsus/vsus_1950_1.pdf', 'https://www.cdc.gov/nchs/data/misc/usvss.pdf', 'https://www.cdc.gov/nchs/data/vsus/nat67_1.pdf', 'https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf', 'https://www.cdc.gov/nvsr/nvsr67/nvsr67_01.pdf', 'https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13.pdf']",50 states and District of Columbia,['English'],https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm,public,NCHS - Births and General Fertility Rates: United States,,NCHS,337
https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm,public,['009:20'],2015-12-02,dcat:Dataset,2022-03-29,"['age', 'birth rate', 'ethnicity', 'hispanic origin', 'nchs', 'race', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:births@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/e8kx-wbww,"This dataset includes teen birth rates for females by age group, race, and Hispanic origin in the United States since 1960. 

Data availability varies by race and ethnicity groups. All birth data by race before 1980 are based on race of the child. Since 1980, birth data by race are based on race of the mother. For race, data are available for Black and White births since 1960, and for American Indians/Alaska Native and Asian/Pacific Islander births since 1980. Data on Hispanic origin are available since 1989. Teen birth rates for specific racial and ethnic categories are also available since 1989. From 2003 through 2015, the birth data by race were based on the “bridged” race categories (5). Starting in 2016, the race categories for reporting birth data changed; the new race and Hispanic origin categories are: Non-Hispanic, Single Race White; Non-Hispanic, Single Race Black; Non-Hispanic, Single Race American Indian/Alaska Native; Non-Hispanic, Single Race Asian; and, Non-Hispanic, Single Race Native Hawaiian/Pacific Islander (5,6). Birth data by the prior, “bridged” race (and Hispanic origin) categories are included through 2018 for comparison.

National data on births by Hispanic origin exclude data for Louisiana, New Hampshire, and Oklahoma in 1989; New Hampshire and Oklahoma in 1990; and New Hampshire in 1991 and 1992. Birth and fertility rates for the Central and South American population includes other and unknown Hispanic. Information on reporting Hispanic origin is detailed in the Technical Appendix for the 1999 public-use natality data file (see ftp://ftp.cdc.gov/pub/Health_Statistics/NCHS/Dataset_Documentation/DVS/natality/Nat1999doc.pdf).","NCHS - Teen Birth Rates for Females by Age Group, Race, and Hispanic Origin: United States",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/e8kx-wbww/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/e8kx-wbww/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/e8kx-wbww/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/e8kx-wbww/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/e8kx-wbww/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/e8kx-wbww/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/e8kx-wbww/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1960/2018,https://www.usa.gov/government-works,,"['https://www.cdc.gov/nchs/data/vsus/vsus_1950_1.pdf', 'https://www.cdc.gov/nchs/data/misc/usvss.pdf', 'https://www.cdc.gov/nchs/data/vsus/nat67_1.pdf', 'https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf', 'https://www.cdc.gov/nvsr/nvsr67/nvsr67_01.pdf', 'https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13.pdf']",United States,,https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm,public,"NCHS - Teen Birth Rates for Females by Age Group, Race, and Hispanic Origin: United States",,NCHS,339
https://www.cdc.gov/nchs/data-visualization/mortality-trends/,public,['009:20'],2015-07-14,dcat:Dataset,2022-03-30,"['infant', 'mortality', 'nchs', 'neonatal', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/epev-k6ss,"Rates are infants (under 1 year) and neonatal (under 28 days) deaths per 1,000 live births.

https://www.cdc.gov/nchs/data-visualization/mortality-trends/","NCHS - Infant and neonatal mortality rates: United States, 1915-2013",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/epev-k6ss/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/epev-k6ss/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/epev-k6ss/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/epev-k6ss/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/epev-k6ss/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/epev-k6ss/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/epev-k6ss/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1915/2013,https://www.usa.gov/government-works,,,United States,,,,,,NCHS,358
https://www.cdc.gov/nchs/nvss/index.htm,public,['009:20'],2020-09-04,dcat:Dataset,2022-04-01,"['age', 'age group', 'all causes', 'alzheimer disease', 'cancer', 'causes of death', 'cerebrovascular disease', 'chronic lower respiratory disease', 'coronavirus', 'covid-19', 'deaths', 'diabetes', 'diseases of heart', 'hhs region', 'influenza', 'kidney disease', 'monthly', 'mortality', 'natural cause', 'nchs', 'nvss', 'pneumonia', 'provisional', 'respiratory disease', 'septicemia', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/ezfr-g6hf,"Provisional counts of deaths by the month the deaths occurred, by age group and HHS region, for select underlying causes of death for 2019-2020. The dataset also includes monthly provisional counts of death for COVID-19, coded to ICD-10 code U07.1 as an underlying or multiple cause of death.","AH Monthly Provisional Counts of Deaths by Age Group and HHS region for Select Causes of Death, 2019-2021",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/ezfr-g6hf/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/ezfr-g6hf/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ezfr-g6hf/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/ezfr-g6hf/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ezfr-g6hf/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/ezfr-g6hf/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ezfr-g6hf/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,irregular,,"United States, Puerto Rico",,,,,,NCHS,366
https://www.cdc.gov/nchs/healthy_people/hp2020/foundation-health-measures.htm,public,['009:20'],2022-01-14,dcat:Dataset,2022-04-01,['healthy people 2020'],"{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/f3a8-hmpp,The Foundation Health Measures component of the Healthy People 2020 (HP2020) Final Review includes data on 14 global summary measures used to monitor improvement in population health. See Technical Notes of the Foundation Health Measures in the HP2020 Final Review for additional information on the definition and construction of these measures included.,Healthy People 2020 Foundation Health Measures,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/f3a8-hmpp/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/f3a8-hmpp/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/f3a8-hmpp/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/f3a8-hmpp/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/f3a8-hmpp/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/f3a8-hmpp/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/f3a8-hmpp/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],2010-01-01/2018-12-31,https://www.usa.gov/government-works,irregular,,US,['en-US'],,,,,NCHS,367
https://www.cdc.gov/nchs/healthy_people/hp2020/health-disparities.htm,public,['009:20'],2022-03-09,dcat:Dataset,2022-04-20,"['health disparities', 'healthy people 2020']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/fdpm-fddm,"The Overview of Health Disparities analysis is a component of the Healthy People 2020 (HP2020) Final Review. The analysis included 611 objectives in HP2020. This file contains summary level information used for the evaluation of changes in disparities during HP2020, including calculations for the disparities measures and the disparities change categories for all objectives and population characteristics in the analysis. See Technical Notes for the Healthy People 2020 Overview of Health Disparities (https://www.cdc.gov/nchs/healthy_people/hp2020/health-disparities-technical-notes.htm) for additional information and criteria for objectives, data years, and population characteristics included in the analysis and statistical formulas and definitions for the disparities measures. 

Data for additional years during the HP2020 tracking period that are not included in the Overview of Health Disparities are available on the HP2020 website (https://www.healthypeople.gov/2020/). 

Note that “rate” as used may refer to a statistical rate expressed per unit population or a proportion, depending on how the HP2020 objective was defined.",Healthy People 2020 Overview of Health Disparities,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/fdpm-fddm/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/fdpm-fddm/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/fdpm-fddm/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/fdpm-fddm/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/fdpm-fddm/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/fdpm-fddm/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/fdpm-fddm/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1997-01-01/2018-12-31,https://www.usa.gov/government-works,irregular,,US,['en-US'],,,,,NCHS,372
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2020-07-22,dcat:Dataset,2022-04-01,"['age', 'age group', 'all causes', 'coronavirus', 'covid-19', 'deaths', 'mortality', 'nchs', 'nvss', 'place of death', 'pneumonia', 'provisional', 'puerto rico', 'state', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/g4z9-a9d3,"Deaths involving coronavirus disease 2019 (COVID-19) and pneumonia reported to NCHS by jurisdiction of occurrence, place of death, and age group.",AH Cumulative Provisional COVID-19 Death Counts by Place of Death and Age Group from 2/1/2020 to 7/18/2020,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/g4z9-a9d3/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/g4z9-a9d3/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/g4z9-a9d3/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/g4z9-a9d3/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/g4z9-a9d3/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/g4z9-a9d3/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/g4z9-a9d3/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],2020-02-01/2020-07-18,https://www.usa.gov/government-works,irregular,,"United States, Puerto Rico",,,,,,NCHS,394
https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm,public,['009:20'],2015-12-02,dcat:Dataset,2022-03-29,"['births', 'nchs', 'nonmarital', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:births@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/g6qk-ngsf,"This dataset includes number of births to unmarried women by age group in the United States since 1940. 

Methods for collecting information on marital status changed over the reporting period and have been documented in:

• Ventura SJ, Bachrach CA. Nonmarital childbearing in the United States, 1940–99. National vital statistics reports; vol 48 no 16. Hyattsville, Maryland: National Center for Health Statistics. 2000. Available from: http://www.cdc.gov/nchs/data/nvsr/nvsr48/nvs48_16.pdf.
• National Center for Health Statistics. User guide to the 2013 natality public use file. Hyattsville, Maryland: National Center for Health Statistics. 2014. Available from: http://www.cdc.gov/nchs/data_access/VitalStatsOnline.htm.",NCHS - Births to Unmarried Women by Age Group: United States,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/g6qk-ngsf/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/g6qk-ngsf/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/g6qk-ngsf/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/g6qk-ngsf/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/g6qk-ngsf/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/g6qk-ngsf/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/g6qk-ngsf/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1940/2015,https://www.usa.gov/government-works,,"['http://www.cdc.gov/nchs/data/databriefs/db162.pdf', 'https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf', 'http://www.cdc.gov/nchs/data/nvsr/nvsr48/nvs48_16.pdf', 'http://www.cdc.gov/nchs/data_access/VitalStatsOnline.htm']",50 states and District of Columbia,['English'],https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm,public,NCHS - Births to Unmarried Women by Age Group: United States,,NCHS,398
